value_tot_resial_building_aud000, new_houses_num, value_tot_building_aud000, value_new_oth_resial_building_aud000, new_oth_resial_building_num, value_new_houses_aud000, tot_dwl_num, sa4_name, value_non_resial_building_aud000, sa4_code, value_alterations_additions_conversions_resial_building_aud000
308541.5,849,536742.7,19808.2,100,244087.3,956,"Capital Region",228201.1,"101",44646.1
329572.6,609,513650.7,115947.5,591,142682.6,1223,"Central Coast",184078.1,"102",70942.5
285578.1,890,517935.4,23475.6,133,231529.6,1030,"Central West",232357.3,"103",30572.9
125933.6,359,173777.1,10887.6,53,91310.5,417,"Coffs Harbour - Grafton",47843.5,"104",23735.4
127959.9,352,264172.1,23842.7,153,93608.1,512,"Far West and Orana",136212.2,"105",10509.1
498286.0,1515,689327.8,69944.1,388,381596.7,1913,"Hunter Valley exc Newcastle",191041.8,"106",46745.2
421756.5,758,734142.1,141484.9,583,228683.3,1358,"Illawarra",312385.7,"107",51588.2
247867.9,740,388820.1,28833.7,115,187092.7,881,"Mid North Coast",140952.3,"108",31941.5
189322.3,517,318269.4,21233.6,69,142044.4,588,"Murray",128947.2,"109",26044.3
228109.7,676,346330.0,12153.4,74,179877.3,753,"New England and North West",118220.3,"110",36078.9
566920.9,1247,773420.4,141261.0,730,316529.0,2035,"Newcastle and Lake Macquarie",206499.6,"111",109130.9
289795.1,686,483492.1,54045.8,237,192353.1,946,"Richmond - Tweed",193697.0,"112",43396.2
213331.6,537,478005.8,32728.2,112,150809.8,654,"Riverina",264674.3,"113",29793.6
252621.5,705,533869.5,15336.7,84,188654.8,813,"Southern Highlands and Shoalhaven",281248.0,"114",48630.0
547408.6,1046,664146.1,115027.2,525,389773.0,1583,"Sydney - Baulkham Hills and Hawkesbury",116737.5,"115",42608.4
598040.9,1647,1240250.5,187346.4,1152,388120.2,2856,"Sydney - Blacktown",642209.6,"116",22574.3
1427509.8,92,6416637.0,1293193.8,4697,26073.8,4890,"Sydney - City and Inner South",4989127.0,"117",108242.2
833452.1,416,1362877.8,388677.9,1024,236040.0,1508,"Sydney - Eastern Suburbs",529425.7,"118",208734.3
1537478.4,858,1871309.0,1197873.4,4861,244059.7,5780,"Sydney - Inner South West",333830.6,"119",95545.3
666581.6,134,880562.5,483372.6,1620,65727.1,1793,"Sydney - Inner West",213980.9,"120",117481.9
1670643.1,439,2258487.5,1100741.8,3767,227648.7,4406,"Sydney - North Sydney and Hornsby",587844.3,"121",342252.7
409028.8,321,486485.9,97262.2,353,156805.6,685,"Sydney - Northern Beaches",77457.1,"122",154961.0
547722.3,1613,801072.6,84828.9,428,431781.7,2050,"Sydney - Outer South West",253350.3,"123",31111.7
462682.3,1268,874040.2,86498.9,509,321263.2,1820,"Sydney - Outer West and Blue Mountains",411358.0,"124",54920.2
