keyword,start_date,end_date,count,average_polarity
housing_price,2023-12-01,2023-12-31,0,0.0
students,2020-01-01,2020-01-31,0,0.0
students,2020-02-01,2020-02-29,0,0.0
students,2020-03-01,2020-03-31,0,0.0
students,2020-04-01,2020-04-30,0,0.0
students,2020-05-01,2020-05-31,0,0.0
students,2020-06-01,2020-06-30,0,0.0
students,2020-07-01,2020-07-31,0,0.0
students,2020-08-01,2020-08-31,0,0.0
students,2020-09-01,2020-09-30,0,0.0
students,2020-10-01,2020-10-31,0,0.0
students,2020-11-01,2020-11-30,0,0.0
students,2020-12-01,2020-12-31,0,0.0
students,2021-01-01,2021-01-31,0,0.0
students,2021-02-01,2021-02-28,0,0.0
students,2021-03-01,2021-03-31,0,0.0
students,2021-04-01,2021-04-30,0,0.0
students,2021-05-01,2021-05-31,0,0.0
students,2021-06-01,2021-06-30,0,0.0
students,2021-07-01,2021-07-31,0,0.0
students,2021-08-01,2021-08-31,0,0.0
students,2021-09-01,2021-09-30,0,0.0
students,2021-10-01,2021-10-31,0,0.0
students,2021-11-01,2021-11-30,0,0.0
students,2021-12-01,2021-12-31,0,0.0
students,2022-01-01,2022-01-31,0,0.0
students,2022-02-01,2022-02-28,0,0.0
students,2022-03-01,2022-03-31,0,0.0
students,2022-04-01,2022-04-30,0,0.0
students,2022-05-01,2022-05-31,0,0.0
students,2022-06-01,2022-06-30,0,0.0
students,2022-07-01,2022-07-31,0,0.0
students,2022-08-01,2022-08-31,0,0.0
students,2022-09-01,2022-09-30,0,0.0
students,2022-10-01,2022-10-31,0,0.0
students,2022-11-01,2022-11-30,0,0.0
students,2022-12-01,2022-12-31,0,0.0
students,2023-01-01,2023-01-31,0,0.0
students,2023-02-01,2023-02-28,0,0.0
students,2023-03-01,2023-03-31,0,0.0
students,2023-04-01,2023-04-30,0,0.0
students,2023-05-01,2023-05-31,0,0.0
students,2023-06-01,2023-06-30,0,0.0
students,2023-07-01,2023-07-31,0,0.0
students,2023-08-01,2023-08-31,0,0.0
students,2023-09-01,2023-09-30,0,0.0
students,2023-10-01,2023-10-31,0,0.0
students,2023-11-01,2023-11-30,0,0.0
students,2023-12-01,2023-12-31,0,0.0
visa,2020-01-01,2020-01-31,0,0.0
visa,2020-02-01,2020-02-29,0,0.0
visa,2020-03-01,2020-03-31,0,0.0
visa,2020-04-01,2020-04-30,0,0.0
visa,2020-05-01,2020-05-31,0,0.0
visa,2020-06-01,2020-06-30,0,0.0
visa,2020-07-01,2020-07-31,0,0.0
visa,2020-08-01,2020-08-31,0,0.0
visa,2020-09-01,2020-09-30,0,0.0
